Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
1953,Hardware,32,0,5,Yes,Diplomat,3,2.51,74000,5
1954,Hardware,28,1,2,Yes,Explorer,3,2.69,94400,7
1955,Software,23,1,1,No,Diplomat,5,1.12,56400,6
1956,Software,44,0,2,No,Explorer,2,2.43,80000,4
1957,Hardware,45,1,1,Yes,Explorer,1,2.65,52000,3
1958,Software,32,0,2,Yes,Explorer,3,3.40,113000,9
1959,Hardware,53,1,2,Yes,Diplomat,4,3.32,111400,9
1960,Software,40,0,1,Yes,Explorer,1,3.17,71000,9
1961,Hardware,46,0,1,Yes,Explorer,4,3.06,120000,10
1962,Software,37,0,2,Yes,Diplomat,3,2.59,103000,5
1963,Hardware,40,0,8,No,Explorer,2,3.30,78000,10
1964,Software,41,0,1,No,Explorer,6,3.06,111000,8
1965,Software,56,0,1,Yes,Analyst,1,1.98,63000,5
1966,Software,53,1,7,Yes,Diplomat,3,2.09,82400,10
1967,Hardware,43,0,2,Yes,Analyst,2,3.74,96000,5
1968,Software,27,1,5,Yes,Explorer,5,2.66,86600,9
1969,Hardware,64,0,2,Yes,Sentinel,3,1.73,68000,6
1970,Hardware,48,0,6,Yes,Diplomat,0,2.60,90000,7
1971,Software,56,0,2,Yes,Explorer,1,2.96,72000,5
1972,Software,44,0,9,No,Analyst,3,2.91,50000,8
1973,Hardware,53,0,2,Yes,Explorer,2,1.40,69000,6
1974,Hardware,38,1,2,Yes,Diplomat,1,2.9,71400,6
1975,Hardware,62,1,2,Yes,Explorer,2,2.73,60600,9
1976,Software,24,0,1,No,Explorer,4,1.40,61000,7
1977,Software,25,0,2,Yes,Diplomat,3,1.34,57000,5
1978,Hardware,54,0,4,Yes,Diplomat,5,3.76,176000,9
1979,Hardware,62,0,1,Yes,Diplomat,6,3.65,163000,9
1980,Software,27,1,2,Yes,Explorer,3,1.99,59600,5
1981,Software,45,0,5,Yes,Explorer,2,2.17,100000,7
1982,Software,29,0,1,No,Explorer,6,2.05,60000,10
1983,Hardware,64,0,2,Yes,Diplomat,0,2.72,91000,4
1984,Software,21,1,1,No,Explorer,1,3.48,39800,3
1985,Hardware,43,0,2,Yes,Explorer,5,3.36,114000,10
1986,Hardware,46,1,11,Yes,Diplomat,4,3.56,81800,9
1987,Software,25,0,2,Yes,Explorer,2,1.93,41000,5
1988,Hardware,63,1,10,Yes,Explorer,2,4.00,91400,9
1989,Software,30,0,1,Yes,Explorer,2,3.52,83000,9
1990,Hardware,61,0,1,Yes,Explorer,2,2.59,99000,7
1991,Software,46,0,1,No,Diplomat,6,3.41,110000,9
1992,Software,26,1,2,Yes,Explorer,4,1.71,51800,8
1993,Hardware,44,1,2,Yes,Diplomat,3,2.81,90200,7
1994,Software,26,0,2,Yes,Explorer,4,1.68,66000,4
1995,Hardware,56,0,2,Yes,Diplomat,2,3.39,81000,4
1996,Software,25,0,7,Yes,Sentinel,5,3.15,78000,10
1997,Hardware,56,0,1,Yes,Diplomat,1,2.42,87000,5
1998,Software,44,0,3,Yes,Diplomat,3,3.54,121000,10
1999,Software,24,1,1,Yes,Explorer,5,1.96,63200,4
2000,Hardware,50,0,1,Yes,Explorer,3,1.6,66000,7
2001,Software,43,0,2,No,Explorer,1,1.74,57000,4
2002,Software,27,1,6,No,Diplomat,5,2.30,91600,9
2003,Hardware,38,0,3,Yes,Sentinel,2,2.39,72000,5
2004,Hardware,62,0,2,Yes,Diplomat,2,4.00,99000,8
2005,Software,23,0,2,Yes,Explorer,2,3.81,62000,6
2006,Software,57,1,1,Yes,Diplomat,2,1.53,50600,5
2007,Hardware,45,1,4,Yes,Sentinel,5,1.29,61000,5
2008,Software,44,0,6,Yes,Explorer,4,3.07,87000,8
2009,Software,27,0,1,Yes,Explorer,3,3.12,67000,4
2010,Software,36,0,1,Yes,Diplomat,2,2.01,55000,5
2011,Software,27,0,7,Yes,Diplomat,2,3.90,86000,9
2012,Hardware,43,0,2,Yes,Diplomat,1,2.17,74000,6
2013,Software,23,0,1,Yes,Diplomat,4,3.17,48000,8
2014,Hardware,39,0,2,Yes,Diplomat,4,3.36,107000,9
2015,Software,52,0,1,Yes,Diplomat,2,3.39,78000,7
2016,Software,54,0,1,No,Diplomat,4,3.63,115000,7
2017,Hardware,49,0,2,Yes,Explorer,3,1.23,89000,6
2018,Software,31,1,1,No,Diplomat,2,2.93,65800,6
2019,Hardware,28,1,11,No,Explorer,5,3.24,95400,8
2020,Hardware,37,0,2,Yes,Sentinel,5,3.05,90000,10
2021,Hardware,46,0,2,Yes,Sentinel,3,3.92,102000,5
2022,Software,53,1,1,Yes,Diplomat,3,1.99,72400,6
2023,Hardware,48,0,10,Yes,Diplomat,5,2.93,123000,8
2024,Software,32,1,2,Yes,Diplomat,2,3.48,71600,5
2025,Software,39,1,2,No,Explorer,3,1.49,58200,9
2026,Software,41,0,2,Yes,Explorer,4,3.05,109000,9
2027,Software,47,0,2,Yes,Explorer,1,1.83,80000,8
2028,Software,50,0,2,Yes,Explorer,2,3.14,82000,9
2029,Software,48,1,2,Yes,Diplomat,6,2.93,124400,8
2030,Hardware,37,1,2,Yes,Diplomat,1,2.60,82600,4
2031,Hardware,35,0,1,Yes,Explorer,0,1.30,54000,4
2032,Hardware,62,0,2,Yes,Diplomat,1,1.71,88000,6
2033,Hardware,37,0,2,Yes,Analyst,2,1.74,67000,3
2034,Software,40,0,1,Yes,Explorer,1,3.84,97000,5
2035,Software,51,1,2,Yes,Diplomat,2,3.92,85800,8
2036,Hardware,38,0,1,Yes,Sentinel,2,2.38,68000,4
2037,Software,51,0,1,Yes,Explorer,2,3.44,77000,8
2038,Hardware,56,1,3,Yes,Explorer,4,2.75,106800,10
2039,Hardware,47,0,1,Yes,Diplomat,1,3.40,95000,7
2040,Hardware,50,1,2,No,Diplomat,3,4.00,78000,10
2041,Hardware,25,0,1,No,Analyst,5,1.33,49000,5
2042,Software,54,1,8,Yes,Diplomat,6,3.65,131200,9
2043,Software,46,0,1,No,Explorer,2,1.19,74000,3
2044,Software,52,1,2,Yes,Explorer,1,1.58,74600,3
2045,Hardware,37,0,2,No,Diplomat,1,1.40,55000,4
2046,Software,51,1,9,Yes,Explorer,4,2.43,71800,9
2047,Software,40,1,2,Yes,Diplomat,2,1.62,50000,5
2048,Software,32,0,1,Yes,Explorer,1,2.58,57000,6
2049,Hardware,62,0,1,Yes,Diplomat,2,3.17,95000,5
2050,Software,37,0,3,Yes,Sentinel,2,3.31,71000,4
2051,Software,25,0,2,Yes,Sentinel,4,2.28,71000,9
2052,Software,44,0,1,No,Explorer,6,3.60,98000,8
2053,Software,37,0,7,No,Diplomat,1,1.49,45000,5
2054,Software,39,0,1,Yes,Diplomat,3,3.44,102000,10
2055,Software,33,0,1,Yes,Diplomat,2,2.25,83000,7
2056,Software,43,0,1,Yes,Diplomat,1,1.75,54000,4
2057,Software,26,1,1,Yes,Diplomat,5,3.46,78800,8
2058,Software,41,0,2,Yes,Explorer,2,3.55,109000,6
2059,Software,35,0,5,No,Analyst,2,3.47,48000,3
2060,Hardware,62,1,2,Yes,Diplomat,5,1.97,76600,7
2061,Hardware,64,1,4,Yes,Sentinel,2,2.92,63200,5
2062,Software,52,1,2,Yes,Sentinel,2,1.82,53600,4
2063,Software,30,0,2,No,Explorer,3,3.30,63000,6
2064,Software,43,0,2,Yes,Diplomat,4,1.21,79000,8
2065,Software,53,0,2,No,Diplomat,1,3.47,66000,6
2066,Hardware,61,0,2,Yes,Diplomat,0,3.47,89000,4
2067,Software,33,0,1,Yes,Sentinel,2,3.2,38000,4
2068,Hardware,48,1,2,Yes,Explorer,3,2.42,75400,7
2069,Software,48,1,1,Yes,Diplomat,2,1.43,59400,4
2070,Hardware,39,1,5,Yes,Diplomat,3,1.46,55200,5
2071,Software,39,0,1,No,Explorer,4,1.46,96000,8
2072,Software,23,0,4,Yes,Diplomat,1,1.56,51000,5
2073,Software,37,0,2,Yes,Diplomat,5,2.86,96000,4
2074,Software,29,0,2,Yes,Sentinel,6,3.04,106000,5
2075,Software,43,1,12,Yes,Diplomat,4,2.80,98400,9
2076,Hardware,31,0,2,Yes,Explorer,1,3.40,64000,9
2077,Software,48,1,1,Yes,Analyst,3,3.35,68400,6
2078,Software,54,0,2,Yes,Diplomat,1,3.88,63000,6
2079,Software,46,0,1,Yes,Diplomat,2,3.56,108000,9
2080,Software,44,1,3,Yes,Sentinel,6,3.34,97200,6
2081,Hardware,38,0,2,No,Explorer,1,2.79,62000,5
2082,Hardware,41,0,2,No,Explorer,4,1.57,92000,5
2083,Hardware,43,0,4,Yes,Explorer,1,3.11,106000,6
2084,Software,25,0,1,Yes,Explorer,3,2.26,85000,6
2085,Software,41,1,1,Yes,Explorer,3,3.57,90800,6
2086,Hardware,61,0,1,Yes,Explorer,5,2.56,93000,7
2087,Software,23,1,1,Yes,Explorer,1,3.90,71400,4
2088,Software,38,1,2,Yes,Analyst,5,2.95,73400,8
2089,Software,56,1,2,Yes,Explorer,5,3.37,99800,9
2090,Software,32,0,1,Yes,Explorer,4,3.81,128000,10
2091,Software,32,0,1,Yes,Explorer,1,1.26,69000,7
2092,Hardware,39,1,1,Yes,Diplomat,5,2.77,66200,6
2093,Hardware,29,0,2,No,Diplomat,4,2.32,63000,5
2094,Hardware,60,1,3,Yes,Diplomat,1,2.79,51000,3
2095,Hardware,64,0,1,No,Diplomat,2,2.40,53000,8
2096,Software,28,0,1,Yes,Diplomat,1,1.57,52000,4
2097,Software,39,0,2,Yes,Sentinel,3,2.76,84000,7
2098,Software,56,0,7,Yes,Diplomat,2,1.18,53000,7
2099,Software,53,1,1,No,Explorer,1,1.71,51400,6
2100,Software,51,0,2,No,Sentinel,1,2.39,36000,2
2101,Software,49,0,1,Yes,Explorer,3,2.39,73000,6
2102,Hardware,58,0,8,Yes,Diplomat,1,3.05,91000,10
2103,Hardware,36,0,2,Yes,Analyst,3,2.34,55000,3
2104,Software,54,1,2,Yes,Diplomat,5,1.18,66200,10
2105,Hardware,41,1,1,Yes,Explorer,4,3.59,149800,8
2106,Software,24,1,1,Yes,Sentinel,6,2.94,52200,9
2107,Hardware,51,0,2,Yes,Diplomat,2,3.72,111000,7
2108,Software,40,0,1,Yes,Diplomat,2,1.33,61000,4
2109,Hardware,37,1,4,Yes,Analyst,4,2.11,66600,6
2110,Software,21,1,1,Yes,Explorer,1,1.47,54800,4
2111,Hardware,38,1,1,Yes,Analyst,4,2.09,61400,5
2112,Hardware,64,0,1,Yes,Explorer,6,1.14,109000,6
2113,Hardware,39,0,1,Yes,Diplomat,1,1.82,77000,5
2114,Hardware,31,0,2,Yes,Diplomat,3,2.13,81000,6
2115,Hardware,34,0,8,Yes,Explorer,2,4.00,121000,10
2116,Software,22,1,5,Yes,Explorer,3,3.02,56600,6
2117,Hardware,28,0,2,Yes,Explorer,3,4.00,84000,10
2118,Software,27,0,2,Yes,Diplomat,3,1.25,78000,6
2119,Hardware,39,1,1,No,Diplomat,2,2.52,64200,4
2120,Software,52,0,7,Yes,Sentinel,1,3.14,80000,4
2121,Software,30,1,11,Yes,Explorer,1,1.39,60000,8
2122,Software,27,0,4,Yes,Diplomat,5,3.71,69000,9
2123,Software,24,1,1,Yes,Diplomat,1,1.30,55200,6
2124,Hardware,51,0,1,Yes,Explorer,1,3.52,101000,6
2125,Hardware,64,0,2,No,Diplomat,3,3.24,84000,8
2126,Software,49,1,1,No,Explorer,5,3.59,60200,9
2127,Software,49,0,1,Yes,Explorer,3,3.01,95000,5
2128,Hardware,48,1,2,Yes,Diplomat,1,1.49,69400,6
2129,Hardware,32,0,8,Yes,Explorer,1,2.13,62000,6
2130,Software,24,1,1,Yes,Sentinel,4,2.65,50200,4
2131,Hardware,46,0,8,Yes,Diplomat,0,2.56,63000,7
2132,Software,50,1,5,Yes,Diplomat,1,3.03,80000,8
2133,Hardware,52,1,1,Yes,Explorer,5,4.00,113600,8
2134,Hardware,52,0,1,Yes,Diplomat,1,4.00,100000,7
2135,Software,46,0,2,Yes,Explorer,0,3.40,109000,6
2136,Software,52,0,1,No,Explorer,5,1.72,73000,6
2137,Hardware,56,1,6,Yes,Diplomat,2,3.70,97800,9
2138,Software,50,1,1,No,Explorer,1,2.37,54000,5
2139,Software,52,0,2,Yes,Explorer,4,1.76,81000,5
2140,Software,39,1,2,No,Diplomat,3,3.12,78200,9
2141,Hardware,49,1,10,Yes,Explorer,1,1.56,68200,9
2142,Hardware,37,1,1,Yes,Diplomat,1,2.65,70600,8
2143,Software,45,0,1,Yes,Sentinel,6,1.95,81000,6
2144,Hardware,63,0,1,No,Explorer,2,2.99,67000,7
2145,Software,51,0,1,Yes,Explorer,3,2.33,71000,4
2146,Hardware,53,1,6,No,Analyst,3,2.24,46400,3
2147,Hardware,27,1,3,Yes,Explorer,4,2.31,61600,6
2148,Software,42,1,1,Yes,Sentinel,0,2.06,46600,3
2149,Software,48,1,2,Yes,Sentinel,1,2.75,56400,5
2150,Hardware,32,0,1,Yes,Explorer,3,2.86,82000,5
2151,Software,42,1,1,Yes,Diplomat,2,2.36,60600,4
2152,Hardware,44,0,1,Yes,Sentinel,0,2.6,51000,3
2153,Hardware,30,1,6,Yes,Diplomat,4,3.44,61000,8
2154,Software,26,0,3,No,Sentinel,5,1.12,54000,3
2155,Hardware,29,0,11,Yes,Explorer,2,1.49,53000,9
2156,Software,29,1,1,Yes,Diplomat,5,2.95,104200,7
2157,Software,49,0,2,Yes,Sentinel,2,1.52,55000,9
2158,Software,46,1,2,Yes,Diplomat,3,2.64,84800,9
2159,Software,37,0,1,Yes,Explorer,4,3.03,105000,6
2160,Software,23,1,2,Yes,Explorer,4,2.16,63400,7
2161,Hardware,61,1,1,Yes,Analyst,5,4.00,105800,6
2162,Hardware,27,0,2,Yes,Explorer,2,3.99,62000,7
2163,Software,43,1,2,Yes,Diplomat,5,3.02,87400,9
2164,Hardware,46,1,7,Yes,Diplomat,3,2.23,92800,6
2165,Software,23,0,2,Yes,Sentinel,2,3.57,51000,4
2166,Software,52,0,2,Yes,Diplomat,2,2.27,56000,9
2167,Hardware,63,0,5,Yes,Diplomat,1,1.35,73000,5
2168,Hardware,29,0,5,Yes,Diplomat,3,1.22,53000,9
2169,Software,32,0,2,Yes,Diplomat,3,2.03,74000,6
2170,Hardware,31,1,7,Yes,Explorer,2,2.18,69800,9
2171,Hardware,28,1,2,Yes,Diplomat,4,2.21,60400,4
2172,Software,41,0,2,Yes,Diplomat,1,2.86,69000,6
2173,Software,27,0,1,Yes,Diplomat,2,1.49,41000,6
2174,Software,46,0,2,No,Diplomat,4,2.12,58000,4
2175,Software,29,0,1,Yes,Diplomat,2,1.73,79000,8
2176,Software,49,0,1,Yes,Sentinel,4,3.49,74000,7
2177,Software,36,0,1,Yes,Diplomat,4,1.84,69000,5
2178,Software,45,0,1,Yes,Explorer,3,1.54,68000,9
2179,Software,25,0,2,Yes,Analyst,4,3.80,71000,6
2180,Software,24,0,7,Yes,Analyst,3,2.24,55000,5
2181,Hardware,30,0,2,Yes,Explorer,2,3.45,60000,5
2182,Software,56,0,2,Yes,Explorer,2,3.38,98000,7
2183,Hardware,54,1,2,Yes,Explorer,3,2.35,76200,6
2184,Software,21,0,2,Yes,Diplomat,3,1.77,59000,5
2185,Software,39,1,1,Yes,Diplomat,4,1.51,76200,5
2186,Software,49,0,1,Yes,Diplomat,6,2.25,134000,9
2187,Hardware,56,0,1,Yes,Sentinel,2,2.18,68000,3
2188,Hardware,59,0,1,Yes,Diplomat,6,1.68,119000,6
2189,Software,24,1,2,Yes,Analyst,3,3.51,67200,6
2190,Hardware,40,1,2,Yes,Explorer,2,2.01,59000,5
2191,Software,51,0,1,Yes,Diplomat,2,2.11,88000,5
2192,Hardware,59,0,4,No,Diplomat,0,1.65,46000,5
2193,Software,52,0,1,Yes,Diplomat,3,2.27,93000,10
2194,Software,25,0,2,No,Explorer,3,2.06,53000,7
2195,Hardware,28,0,6,Yes,Analyst,2,3.83,58000,7
2196,Hardware,34,0,1,No,Explorer,4,1.51,51000,4
2197,Software,27,0,1,Yes,Explorer,3,3.47,83000,7
2198,Software,33,0,2,Yes,Explorer,4,3.27,94000,10
2199,Software,46,1,1,No,Explorer,5,2.86,78800,9
2200,Software,32,1,2,Yes,Explorer,4,3.97,132600,10
2201,Software,22,1,1,Yes,Sentinel,3,3.36,57600,4
2202,Software,41,1,1,Yes,Explorer,2,3.93,94800,8
2203,Hardware,60,0,7,Yes,Explorer,0,1.68,58000,5
2204,Hardware,57,0,2,Yes,Explorer,2,2.14,87000,8
2205,Software,28,0,10,Yes,Diplomat,6,2.93,102000,10
2206,Hardware,25,0,2,Yes,Explorer,0,3.14,40000,2
2207,Software,30,1,2,Yes,Sentinel,1,1.17,41000,4
2208,Hardware,44,0,1,Yes,Explorer,3,1.46,88000,6
2209,Hardware,32,0,1,Yes,Diplomat,6,3.29,100000,10
2210,Software,44,0,2,Yes,Diplomat,2,3.53,99000,8
2211,Software,23,0,6,Yes,Analyst,3,1.98,38000,3
2212,Software,25,1,5,No,Analyst,0,3.00,38000,4
2213,Hardware,28,1,1,No,Explorer,3,3.40,67400,7
2214,Hardware,45,0,2,Yes,Analyst,1,3.09,67000,3
2215,Hardware,28,0,5,No,Analyst,2,2.83,45000,4
2216,Software,46,1,2,Yes,Explorer,3,3.21,97800,6
2217,Software,45,0,2,Yes,Diplomat,4,3.20,106000,10
2218,Hardware,44,1,1,Yes,Explorer,1,1.57,65200,6
2219,Software,50,0,12,No,Diplomat,4,2.17,91000,9
2220,Hardware,28,0,5,Yes,Explorer,4,2.74,66000,10
2221,Software,25,0,1,Yes,Analyst,6,3.36,90000,6
2222,Software,37,0,10,Yes,Explorer,5,2.41,98000,7
2223,Hardware,63,0,7,No,Explorer,3,4.00,111000,9
2224,Hardware,28,0,2,Yes,Diplomat,3,2.33,58000,3
2225,Hardware,63,1,1,Yes,Explorer,3,1.42,65400,5
2226,Hardware,39,1,12,No,Explorer,3,1.30,54200,6
2227,Hardware,34,1,6,Yes,Diplomat,5,2.39,84200,8
2228,Software,50,1,1,No,Explorer,1,2.10,71000,5
2229,Software,27,1,3,Yes,Explorer,2,2.09,44600,5
2230,Software,46,0,4,No,Sentinel,4,3.39,78000,6
2231,Hardware,30,0,1,Yes,Sentinel,0,1.7,41000,2
2232,Hardware,39,0,1,Yes,Explorer,0,2.37,57000,5
2233,Software,22,0,2,Yes,Explorer,2,3.11,56000,7
2234,Software,26,0,9,Yes,Explorer,3,3.62,112000,8
2235,Hardware,42,1,2,Yes,Explorer,4,1.56,90600,6
2236,Software,22,0,1,No,Explorer,4,2.65,45000,9
2237,Software,24,1,2,No,Sentinel,2,3.32,27200,4
2238,Hardware,46,0,2,Yes,Sentinel,2,2.88,86000,4
2239,Hardware,55,0,1,Yes,Sentinel,6,2.45,92000,7
2240,Hardware,63,0,2,Yes,Explorer,4,3.35,81000,8
2241,Hardware,27,1,1,Yes,Diplomat,0,2.89,63600,4
2242,Software,25,1,2,Yes,Analyst,1,3.02,48000,3
2243,Software,32,0,1,No,Sentinel,4,1.13,68000,3
2244,Software,56,0,1,Yes,Explorer,0,1.15,50000,2
2245,Hardware,54,1,2,Yes,Explorer,5,2.17,97200,10
2246,Software,42,1,2,Yes,Sentinel,1,2.32,46600,2
2247,Hardware,50,0,10,Yes,Explorer,5,3.71,140000,9
2248,Hardware,62,0,1,Yes,Explorer,5,4.00,142000,10
2249,Hardware,25,1,2,Yes,Analyst,4,3.77,71000,7
2250,Hardware,38,0,2,Yes,Sentinel,4,4.00,96000,10
2251,Hardware,24,0,2,Yes,Diplomat,2,3.81,70000,4
2252,Hardware,47,0,8,Yes,Explorer,1,2.58,82000,9
2253,Hardware,53,0,2,Yes,Explorer,1,1.61,87000,6
2254,Software,30,0,1,No,Explorer,2,3.15,76000,6
2255,Software,31,0,1,No,Explorer,1,2.93,50000,3
2256,Software,53,0,1,No,Analyst,2,1.36,53000,7
2257,Hardware,33,0,2,No,Explorer,1,1.68,54000,8
2258,Hardware,47,0,2,Yes,Explorer,3,2.46,94000,7
2259,Software,47,0,2,Yes,Diplomat,1,3.74,115000,9
2260,Software,26,1,1,Yes,Diplomat,1,1.94,49800,6
2261,Hardware,58,0,2,Yes,Diplomat,6,2.27,92000,9
2262,Software,26,0,2,Yes,Analyst,0,3.55,53000,4
2263,Hardware,47,0,2,No,Diplomat,0,4.00,74000,5
2264,Software,47,1,10,Yes,Diplomat,6,3.58,109600,9
2265,Hardware,33,0,2,No,Diplomat,1,1.92,44000,4
2266,Hardware,25,0,1,Yes,Sentinel,0,2.79,33000,3
2267,Software,29,1,2,No,Explorer,0,3.80,44200,5
2268,Software,25,1,1,Yes,Explorer,0,1.63,39000,5
2269,Software,31,0,2,Yes,Diplomat,1,2.25,74000,5
2270,Hardware,30,0,2,Yes,Diplomat,1,1.97,50000,6
2271,Software,40,0,2,No,Diplomat,5,3.96,142000,8
2272,Software,24,0,2,No,Sentinel,2,3.18,45000,4
2273,Software,52,1,1,Yes,Explorer,4,1.40,74600,7
2274,Software,51,1,1,Yes,Sentinel,3,2.68,58800,4
2275,Software,56,0,2,Yes,Analyst,2,2.88,81000,5
2276,Software,49,1,1,No,Analyst,5,3.36,96200,7
2277,Hardware,37,1,2,Yes,Explorer,1,2.32,63600,6
2278,Software,29,1,1,Yes,Explorer,4,3.68,91200,10
2279,Hardware,29,0,3,Yes,Sentinel,2,2.83,49000,3
2280,Software,54,0,2,Yes,Sentinel,3,1.76,67000,6
2281,Hardware,41,0,2,Yes,Explorer,5,2.32,102000,9
2282,Software,31,0,2,Yes,Sentinel,1,1.23,41000,3
2283,Hardware,42,0,2,Yes,Sentinel,4,2.32,57000,5
2284,Software,43,0,2,Yes,Diplomat,2,3.27,75000,10
2285,Software,42,0,2,Yes,Sentinel,1,2.36,53000,4
2286,Software,35,1,2,Yes,Diplomat,1,3.57,73000,5
2287,Software,42,0,1,Yes,Diplomat,2,2.95,114000,9
2288,Hardware,33,0,9,No,Explorer,5,3.41,105000,9
2289,Software,33,0,2,Yes,Analyst,4,1.71,58000,3
2290,Hardware,48,0,2,No,Diplomat,3,3.66,83000,7
2291,Software,32,0,1,Yes,Diplomat,3,2.15,55000,4
2292,Hardware,64,0,2,Yes,Diplomat,2,1.38,66000,6
2293,Hardware,47,0,1,Yes,Diplomat,3,3.42,73000,9
2294,Software,55,1,2,Yes,Diplomat,4,3.68,89000,9
2295,Hardware,25,1,1,No,Explorer,2,3.27,62000,6
2296,Hardware,62,1,1,Yes,Diplomat,3,1.81,83600,5
2297,Hardware,36,0,1,Yes,Diplomat,1,1.19,65000,4
2298,Software,34,0,1,Yes,Explorer,1,1.20,50000,3
2299,Hardware,41,0,1,Yes,Sentinel,1,3.79,74000,4
2300,Software,44,1,2,Yes,Diplomat,1,2.33,74200,5
2301,Software,22,0,1,No,Sentinel,4,2.60,49000,2
2302,Software,56,0,5,Yes,Diplomat,5,2.54,94000,9
2303,Software,44,0,1,Yes,Analyst,0,1.79,60000,3
2304,Software,52,0,1,Yes,Explorer,4,1.61,100000,6
2305,Hardware,31,0,1,Yes,Explorer,3,1.35,56000,4
2306,Hardware,29,1,1,Yes,Explorer,3,4.00,83200,7
2307,Hardware,62,0,1,Yes,Analyst,1,2.91,65000,3
2308,Software,29,1,1,Yes,Explorer,1,2.58,48200,6
2309,Software,32,1,1,No,Explorer,3,2.03,59600,5
2310,Hardware,30,0,2,Yes,Sentinel,4,2.18,48000,6
2311,Software,37,0,1,Yes,Diplomat,1,3.98,90000,9
2312,Hardware,51,0,2,Yes,Diplomat,2,1.26,68000,7
2313,Software,44,0,1,Yes,Diplomat,3,1.18,62000,6
2314,Hardware,33,0,2,No,Diplomat,0,3.61,39000,2
2315,Software,24,0,1,Yes,Analyst,4,3.93,63000,4
2316,Software,40,0,10,No,Sentinel,1,1.97,73000,5
2317,Software,44,0,1,Yes,Analyst,2,1.18,54000,5
2318,Software,28,0,1,Yes,Explorer,2,2.56,64000,4
2319,Software,43,0,2,Yes,Sentinel,3,3.92,87000,6
2320,Software,42,1,1,Yes,Analyst,2,1.73,63600,2
2321,Software,50,0,2,No,Explorer,3,3.74,92000,7
2322,Hardware,47,0,1,Yes,Diplomat,5,1.56,98000,8
2323,Software,27,0,2,Yes,Explorer,1,2.43,40000,3
2324,Software,48,1,6,Yes,Explorer,2,1.83,51400,4
2325,Software,53,0,1,Yes,Analyst,1,2.23,46000,4
2326,Software,54,0,2,Yes,Explorer,4,3.76,96000,7
2327,Software,36,0,1,No,Diplomat,4,4.00,82000,10
2328,Hardware,64,0,2,Yes,Explorer,4,3.84,123000,8
2329,Hardware,32,0,1,No,Diplomat,4,3.07,51000,4
2330,Software,47,0,7,Yes,Sentinel,2,3.69,100000,9
2331,Software,21,1,1,Yes,Explorer,1,2.25,51800,4
2332,Hardware,37,0,2,Yes,Diplomat,2,2.11,78000,5
2333,Hardware,45,0,2,Yes,Diplomat,4,1.98,76000,7
2334,Hardware,37,0,1,Yes,Diplomat,3,2.76,116000,7
2335,Software,55,0,2,Yes,Diplomat,5,1.75,74000,9
2336,Hardware,25,1,2,No,Diplomat,3,2.66,53000,7
2337,Hardware,40,0,2,Yes,Explorer,2,1.53,72000,8
2338,Software,32,1,9,Yes,Explorer,5,1.25,92600,9
2339,Software,49,0,1,Yes,Diplomat,1,1.26,64000,4
2340,Hardware,51,0,1,Yes,Explorer,4,2.15,83000,7
2341,Software,32,1,2,Yes,Diplomat,3,1.57,75600,4
2342,Software,24,1,3,Yes,Sentinel,1,2.02,32200,2
2343,Software,41,0,1,Yes,Diplomat,3,2.85,96000,9
2344,Software,31,1,1,Yes,Explorer,4,3.56,90800,9
2345,Software,50,1,2,Yes,Explorer,2,1.57,57000,6
2346,Hardware,59,1,1,Yes,Explorer,0,1.92,64200,3
2347,Hardware,28,0,1,Yes,Analyst,1,1.78,36000,5
2348,Hardware,58,1,1,Yes,Analyst,5,2.59,88400,7
2349,Hardware,62,0,3,Yes,Diplomat,4,1.55,95000,10
2350,Software,52,0,2,Yes,Explorer,3,1.59,77000,4
2351,Hardware,60,1,1,Yes,Explorer,6,2.91,88000,9
2352,Hardware,33,0,9,Yes,Diplomat,1,3.14,100000,7
2353,Hardware,59,0,1,Yes,Diplomat,1,3.58,95000,5
2354,Hardware,42,1,3,Yes,Diplomat,2,3.03,76600,6
2355,Hardware,31,1,2,Yes,Sentinel,0,4.00,53800,3
2356,Hardware,34,1,2,Yes,Sentinel,5,1.95,58200,4
2357,Hardware,34,1,1,Yes,Analyst,4,1.45,61200,4
2358,Hardware,64,0,1,Yes,Explorer,3,2.41,96000,5
2359,Software,36,0,2,Yes,Diplomat,1,1.14,58000,7
2360,Hardware,47,1,1,Yes,Diplomat,3,3.24,75600,10
2361,Hardware,36,0,1,No,Explorer,3,3.25,94000,5
2362,Software,40,0,4,Yes,Explorer,1,1.39,57000,7
2363,Hardware,62,1,4,Yes,Explorer,1,2.35,53600,7
2364,Software,41,0,1,Yes,Analyst,4,1.95,69000,3
2365,Hardware,61,1,9,Yes,Diplomat,1,2.49,79800,7
2366,Hardware,32,1,2,Yes,Explorer,2,1.48,53600,6
2367,Software,38,0,1,Yes,Diplomat,1,1.34,74000,4
2368,Software,44,0,2,No,Analyst,3,3.00,88000,6
2369,Software,45,0,2,Yes,Explorer,0,1.83,51000,7
2370,Hardware,44,0,1,Yes,Sentinel,2,3.4,49000,3
2371,Hardware,50,1,11,Yes,Sentinel,4,3.30,73000,9
2372,Hardware,64,0,1,Yes,Explorer,3,1.57,78000,8
2373,Software,33,0,9,Yes,Explorer,1,2.69,64000,6
2374,Hardware,49,1,10,Yes,Explorer,1,1.87,86200,9
